	Title	Location	Company	Salary	Synopsis	days since post
331	Digital Solutions and Service Business Developer â€“ Central R...	Chicago, IL	Siemens	NaN	            Understand networking and common protocols used in Siemens AG. Have technical knowledge in the core Siemens power monitoring products....	7 days ago
332	Junior Software Developer	Chicago, IL	Siemens	NaN	            Comply with documented Siemens development processes. The Siemens Building Technologies Division is the North American market leader for safe and secure, energy...	30+ days ago
333	Enterprise Sales Executive II - Chicago-Detroit	Chicago, IL	Siemens	NaN	            Demonstrate Siemens value. Leverages Siemens capabilities and resources across the organization. Positions Siemens Industry Software (SISW) products and...	7 days ago
334	Project Controller - Building Automation - Mount Prospect, I...	Mount Prospect, IL 60056	Siemens	NaN	            Ensure quality on all commercial and administrational project quality policies as per PM@Siemens and Siemens guidelines....	30+ days ago
335	Solution Architect - Teamcenter - Major City Central U.S.	Peoria, IL 61615	Siemens	NaN	            The exciting, fast growing Digital Factory division of Siemens PLM Software is actively recruiting for Professional Services Solution Architect....	7 days ago
336	Siemens Digital Industry - Sr. Executive Account Manager (Fo...	Hoffman Estates, IL 60169	Siemens	NaN	Siemens encourages qualified long-term unemployed individuals to apply for open positions. Leverage Siemens global reach to maximize specification status and...	30+ days ago
337	Data/Imaging Scientist	Hoffman Estates, IL 60169	Siemens	NaN	Siemens Medical Solutions USA, Inc. As a global technology company, Siemens is rigorously leveraging the advantages that this setup provides....	30+ days ago
338	Digital Solutions Expert â€“ Transformation	Chicago, IL	Siemens	NaN	            Specialize in a certain sub-segment of Siemens Healthineers digital solutions. Our portfolio consists of Siemens industry leading solutions in clinical...	30+ days ago
339	Sr. Product Marketing Manager	Buffalo Grove, IL 60089	Siemens	NaN	            The Siemens Building Technologies Division is the North American market leader for safe and secure, energy-efficient and environmentally-friendly buildings and...	13 days ago
340	PreSales Solutions Consultant III - Siemens Software - USA r...	Nan	Siemens	NaN	Siemens Digital Factory offers a comprehensive portfolio of seamlessly-integrated hardware software and technology-based services in order to support...	Nan
341	Sr. Product Marketing Manager	Buffalo Grove, IL 60089	Siemens	NaN	            The Siemens Building Technologies Division is the North American market leader for safe and secure, energy-efficient and environmentally-friendly buildings and...	13 days ago
342	Digital Solutions Expert â€“ Transformation	Chicago, IL	Siemens	NaN	            Specialize in a certain sub-segment of Siemens Healthineers digital solutions. Our portfolio consists of Siemens industry leading solutions in clinical...	30+ days ago
343	Manufacturing Digital Consultant - Motion Control & Machine...	Elk Grove Village, IL 60007	Siemens	NaN	            Support Siemens vertical/industrial salesforce and customers related to the Siemens MC digital services portfolio....	6 days ago
344	Senior Electrical Services Specialist - Mount Prospect, IL	Mount Prospect, IL 60056	Siemens	NaN	Siemens is seeking an Electrical Service Specialist to join our team in Chicago. Individual must be at least 21 years of age in order to participate in the...	30+ days ago
345	Portfolio Sales Professional- Analytical Products and Soluti...	Chicago, IL	Siemens	NaN	Siemens is an Equal Opportunity and Affirmative Action Employer encouraging diversity in the workplace. Siemens Digital Factory offers a comprehensive portfolio...	7 days ago
346	Financial Data Scientist - Building Technolgies - Buffalo Gr...	Buffalo Grove, IL 60089	Siemens	NaN	Siemens has helped to modernize nearly 7,000 buildings worldwide,. The Siemens Building Technologies Division is the North American market....	30+ days ago
347	Senior Product Manager	Buffalo Grove, IL 60089	Siemens	NaN	            The Siemens Building Technologies Division is the North American market leader for safe and secure, energy-efficient and environmentally-friendly buildings and...	30+ days ago
348	Project Lead - Fire Safety Systems - Mount Propect, IL	Mount Prospect, IL 60056	Siemens	NaN	            The Siemens Building Technologies Division is the North American market leader for safe and secure, energy-efficient and environmentally-friendly buildings and...	30+ days ago
349	Data/Imaging Scientist	Hoffman Estates, IL 60169	Siemens	NaN	Siemens Medical Solutions USA, Inc. As a global technology company, Siemens is rigorously leveraging the advantages that this setup provides....	30+ days ago
350	Low Voltage Power Supply Sales Support Specialist-PA-NJ-MI-O...	Chicago, IL	Siemens	NaN	Siemens Industry, Inc. As a global technology company, Siemens is rigorously leveraging the advantages that this setup provides....	7 days ago
351	NX CAM Training Instructor - Learning Architect PLM - Detroi...	Nan	Siemens	NaN	                            Minimum 5 years of industry experience using CAM Programming on Siemens PLM NX software is required. Deliver training of Siemens PLM applications in a manner...	Nan
352	Production Electronic Technician	Nan	Siemens Manufacturing	NaN	Siemens Manufacturing Co., the Midwest regionâ€™s premier manufacturer of printed circuit boards and electronic assemblies, is experiencing growth in our business...	Nan
353	PreSales Solutions Consultant III - Siemens Software - USA r...	Nan	Siemens	NaN	Siemens Digital Factory offers a comprehensive portfolio of seamlessly-integrated hardware software and technology-based services in order to support...	Nan
354	PreSales Solutions Consultant NX - East Coast, US	Nan	Siemens	NaN	                            Develop a strong high-level knowledge of the entire breadth of Siemens' digital enterprise product design and manufacturing portfolio....	Nan
355	Building Automation Controls Technician - Major US City	Buffalo Grove, IL 60089	Siemens	NaN	Siemens has helped to modernize nearly 7,000 buildings worldwide,. The Siemens Building Technologies Division is the North American market....	30+ days ago
356	Sales Engineer - Low/Medium Voltage	Hoffman Estates, IL 60169	Siemens	NaN	            As a global technology company, Siemens is rigorously leveraging the advantages that this setup provides. Siemens Low Voltage and Products is looking for a...	30+ days ago
357	IT Application Support Specialist - Learning Management Syst...	Buffalo Grove, IL 60089	Siemens	NaN	Siemens has helped to modernize nearly 7,000 buildings worldwide,. The Siemens Building Technologies Division is the North American market....	6 days ago
358	Portfolio Sales Professional- Analytical Products and Soluti...	Chicago, IL	Siemens	NaN	Siemens is an Equal Opportunity and Affirmative Action Employer encouraging diversity in the workplace. Siemens Digital Factory offers a comprehensive portfolio...	7 days ago
359	Business Development Manager - Fire Safety Services - Buildi...	Buffalo Grove, IL 60089	Siemens	NaN	Siemens has helped to modernize nearly 7,000 buildings worldwide,. The Siemens Building Technologies Division is the North American market....	30+ days ago
360	Application Engineer - HVAC Equipment Controls	Buffalo Grove, IL 60089	Siemens	NaN	            Lead on-site implementation of Siemens product use within customer facilities. The Siemens Building Technologies Division is the North American market leader...	30+ days ago
